"","X","id","Education","FamSES","Income","Age","Gender","Ethnicity","Kids_1","KidsHome_1","Fav","FavPpl","FavActivity","UStotal","UTtotal","UTrural","UTurban","UTdist","SBtotal","Orient","Route","SA","BFExtraverted","BFAgreeableness","BFConscient","BFEmoStabil","BFOpennness","SOIbehavior","SOIattitude","SOIdesire","SOItotal","ATOTpleasure","ATOTnopleasure","Q1","Q3","Q4","Q5","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q18","Q19","Q20","Q25","Q27","Q29","Q32","Q39","Q40","Q42","Q45","Q47","Q49","Q50","Q51","Q52","Q54","Q56","Q57","Q58","Q59","Q60","Q61","Q62","Q65","Q66","Q67","Q68","Q69","Q72","Q73","Map","WithinRtPt","BetweenRtPt","WithinRtPtAllo","BetweenRtPtAllo","WithinDist","BetweenDist","date","MRT","PSAS","SOTmean","SOTsd","Pointing","Distance","GPSuse"
"110",110,"Utah_212",3,5,2,18,"Male","Caucasian",0,0,"california","cousins","beach, disneyland",11,27,7,19,1641.4,2.4,1.54545454545455,2.83333333333333,3.875,2,6,5.5,5.5,2.5,3.33333333333333,7.33333333333333,1.66666666666667,4.11111111111111,1.6,4.4,4,4,2,1,1,1,3,3,1,4,4,5,4,4,2,5,4,5,5,1,4,1,1,4,2,2,1,1,2,2,4,1,1,1,4,1,2,4,1,1,5,1,1,173.180567659981,19.6121302529167,43.0992559621562,60.6957302140184,96.19669213959,75.210998819197,96.2000687653499,"2017-11-10 10:48:39 -0800",48,2.25,59.1666666666667,65.7651929675615,31.3556931075364,85.7055337922735,4
"111",111,"Utah_213",2,4,1,18,"Male","Caucasian",0,0,"The outdoors","Friends","Explore",1,15,7,7,1845.3,4,3.09090909090909,2.33333333333333,1.25,3.5,5,7,5,6,2.66666666666667,5,2,3.22222222222222,4,2.6,2,5,5,2,2,3,1,3,1,3,5,2,4,3,1,3,4,3,3,3,3,4,3,3,4,5,3,3,4,3,1,1,1,4,5,4,4,1,2,2,2,1,1,205.709859546944,15.8417866874583,38.2846412946875,58.2283053137993,80.8124049441398,76.735339431226,168.313801760365,"2017-11-10 11:40:03 -0800",24,5,22.1666666666667,19.9491778519742,27.0632139910729,122.524570595795,3
"112",112,"Utah_214",2,5,1,19,"Female","Caucasian",0,0,"My house","no one","whatever I want",17,29,10,19,1956.3,3.86666666666667,1.54545454545455,3,3.875,2,4.5,6,2,5,3.33333333333333,9,3.33333333333333,5.22222222222222,4.8,5.4,6,4,2,1,1,1,3,2,1,3,4,4,4,4,2,2,5,2,5,4,4,3,3,4,3,5,3,2,2,3,2,1,1,3,3,1,4,1,5,1,3,1,1,223.968270929614,31.1434577528333,41.4565402531562,70.1704589276224,98.6725439174028,226.041297372424,271.651097826167,"2017-11-10 12:05:52 -0800",36,4.125,37.75,34.4492380176979,36.2999990029948,248.846197599296,3
"113",113,"Utah_215",3,7,4,18,"Female","Caucasian",0,0,"Brisbane, Australia","friends and family","explore the city and catch up with friends",16,11,1,10,181.6,3.73333333333333,3.18181818181818,3.83333333333333,2.625,7,6.5,6,4,7,1,1.33333333333333,1.33333333333333,1.22222222222222,5,1.8,2,4,8,2,1,2,3,3,1,3,5,4,5,2,5,1,4,2,2,4,5,5,5,4,4,1,2,4,5,4,2,1,3,2,4,2,2,4,3,1,1,1,1,522.515250714601,12.7579796568333,22.6496539655625,56.9988727016271,65.3762819194068,75.472574514511,76.8051172106843,"2017-11-14 14:46:07 -0800",42,3.625,22.9166666666667,15.9855521890199,17.7038168111979,76.1388458625976,3
"114",114,"Utah_217",2,5,3,20,"Female","Latino or Hispanic",0,0,"The beach ","family ","lay in the sand ",7,23,5,18,774.1,3.93333333333333,2.81818181818182,4.5,1.375,6.5,4.5,4.5,5,6.5,1.33333333333333,3,1,1.77777777777778,3.8,2.2,2,3,3,2,2,1,3,3,1,4,5,4,5,3,3,1,3,3,3,3,3,5,5,3,3,1,4,1,4,1,3,1,1,3,5,1,5,2,1,1,3,1,5,290.419029989202,43.0005315876667,53.3793547596563,73.9395560934758,85.8337391076492,134.456095080885,229.3759443495,"2017-11-16 08:05:24 -0800",-4,4.0625,74.1666666666667,50.8863856294023,48.1899431736615,181.916019715193,4
"115",115,"Utah_218",3,3,1,22,"Female","Asian/Pacific-Islanders",0,0,"California","Family","visit family and hot spots ",3,10,1,9,249,3.06666666666667,2.09090909090909,3.83333333333333,2.875,2.5,4.5,4,2.5,4,1,1.33333333333333,5.66666666666667,2.66666666666667,3.8,3.6,2,2,2,1,1,1,3,5,1,4,3,3,4,4,3,4,3,2,4,1,4,5,3,2,2,1,5,4,2,4,4,2,2,4,4,3,4,4,1,4,4,1,1,539.180833055998,20.3951013632917,25.009807850875,68.9740941954836,70.7868806632937,50.517945492094,80.5707821865876,"2017-11-16 15:38:22 -0800",20,3.4375,84.8333333333333,52.1934049009213,22.7024546070834,65.5443638393408,4
"116",116,"Utah_219",3,3,2,20,"Male","Caucasian",0,0,"The Cottonwood canyons","My close friends or by myself","hike, hammock, read, or otherwise enjoy the scenery",14,29,12,15,2836.2,6,3.63636363636364,2.33333333333333,1.625,2.5,3,6.5,3.5,6,1.33333333333333,9,2.33333333333333,4.22222222222222,5.8,1.8,3,2,2,1,1,2,3,1,1,3,5,2,5,1,5,2,1,1,5,3,3,3,3,5,5,5,5,5,5,2,1,1,1,4,5,1,1,1,2,2,4,1,1,84.091491838137,10.7846428956667,15.9149190743438,51.4189720243995,61.1008862406699,90.4674430488037,88.4572664826311,"2017-11-16 16:39:31 -0800",18,4.3125,25.75,42.1277818072587,13.3497809850052,89.4623547657174,3
"117",117,"Utah_221",3,3,1,19,"Female","Caucasian",0,0,"in the mountains","friends","hike, hammock, photograph",35,35,15,19,2613.1,3.73333333333333,3.54545454545455,4.33333333333333,2,7,7,5,3,7,2.66666666666667,2.33333333333333,1.66666666666667,2.22222222222222,6,1.8,6,4,8,2,3,3,3,4,1,4,5,2,5,1,3,1,1,1,1,4,5,4,5,5,2,4,4,5,4,5,5,1,2,3,5,4,2,4,2,2,3,1,1,321.790705929779,35.2779176328333,38.9550240471563,81.7605722422364,88.1269208676781,183.014657769489,156.92329116334,"2017-11-17 10:01:00 -0800",28,4.3125,40.75,42.2850177636563,37.1164708399948,169.968974466414,4
"118",118,"Utah_222",3,5,1,19,"Female","Caucasian",0,0,"the mountains or the beach or my bed","friends or by my self","think and talk",12,15,2,13,341.3,4.53333333333333,3.27272727272727,4.33333333333333,2.375,7,7,6,4.5,6.5,1,3.66666666666667,6.33333333333333,3.66666666666667,4.6,2.2,6,6,7,1,1,1,3,2,1,4,5,4,5,3,5,2,4,2,1,2,5,5,5,4,5,2,4,2,5,1,1,2,1,1,4,2,3,4,3,3,1,1,1,263.666830780532,29.03146926875,56.110053233375,48.9951944963696,80.1381855541417,103.930103957032,173.513007959436,"2017-11-17 10:50:46 -0800",26,3.75,NA,NA,42.5707612510625,138.721555958234,4
"119",119,"Utah_223",3,5,1,26,"Male","Caucasian",0,0,"Near Mirror lake, in the Uintas.","Typically alone, occasionally with a single friend or sibling.","Talk, relax, walk, take photographs, read, take LSD, camp, eat.",12,28,10,18,2171.8,3.06666666666667,2.63636363636364,3.66666666666667,3.25,2,1.5,5.5,2,6,2.66666666666667,6.33333333333333,3.33333333333333,4.11111111111111,3.2,3.6,3,3,3,2,1,2,3,2,1,3,4,4,4,3,3,4,4,3,4,1,2,1,3,2,2,2,3,3,2,3,3,1,1,5,5,4,1,1,1,3,2,1,1,251.133161627468,35.9415683813333,47.6590921167813,76.1756874730257,94.0589479835785,111.105280328669,240.287487877821,"2017-11-17 11:02:08 -0800",50,4.3125,7.75,8.9658442790606,41.8003302490573,175.696384103245,3
"120",120,"Utah_224",3,5,8,18,"Female","Caucasian",0,0,"California","Friends","relax!",3,18,3,14,957.6,2.4,2.63636363636364,4.66666666666667,3.875,5.5,5,6.5,6.5,5,1,0,0,0.333333333333333,3.6,5,6,4,3,2,1,1,3,5,1,4,4,4,4,3,3,3,5,4,5,2,1,4,4,1,1,5,2,1,2,1,5,1,1,1,4,4,4,4,2,4,5,2,1,274.400875395363,32.4172202842917,48.9580896605313,85.4706319585235,88.6818003972462,212.610941989999,247.15582315152,"2017-11-17 11:47:28 -0800",-10,3.8125,50.25,38.024214772838,40.6876549724115,229.883382570759,4
"121",121,"Utah_225",2,4,2,18,"Male","Caucasian",0,0,"The pool","Family, co-workers","Swim underwater for extended periods",6,25,9,15,1877.6,4.4,3.54545454545455,4.33333333333333,1.375,5,5,5,6,6,1,1,4,2,5.2,2.8,5,4,3,1,1,2,3,2,1,2,5,3,4,3,5,4,2,2,1,3,3,3,5,5,4,5,4,5,4,3,2,1,2,4,5,2,2,4,3,3,3,1,4,286.802386180697,23.4113449951667,34.381986954875,84.1519504952191,89.5012523294875,96.3899076463351,158.56655539507,"2017-11-20 06:19:59 -0800",52,5.0625,10.9166666666667,11.4927513387062,28.8966659750209,127.478231520703,2
"122",122,"Utah_226",4,5,5,27,"Male","Caucasian",3,3,"In the mountains","Myself, my wife, family, or friends","Explore, hike around, enjoy the scenery",15,33,11,19,3093.5,4.2,3.81818181818182,3,1.5,3.5,6.5,6.5,5,7,1,1,1,1,5.6,1.6,4,4,4,1,1,1,3,2,1,2,4,3,4,3,4,4,2,1,1,1,5,1,2,5,4,5,3,5,5,5,1,1,1,4,5,2,4,4,2,5,4,1,1,462.652997035594,14.4821051330833,37.8649689270625,76.2132510538372,66.7793395532885,101.613418168282,92.4910270879506,"2017-11-20 15:45:00 -0800",32,4.875,28.6666666666667,31.1136723332461,26.1735370300729,97.0522226281163,2
"123",123,"Utah_227",5,4,5,30,"Female","Caucasian",0,0,"Anywhere with family or friends.  (at their homes, dinner or trying out new activities.  I also like to spend time outdoors)","Boyfriend or my sister or my closer friends","Explore, talk, play games, laugh, try new foods",22,28,9,17,1822.1,4.73333333333333,3.72727272727273,4.5,1.875,4.5,5,4,5,6,1,1,1,1,5.4,2.8,3,7,8,2,1,2,3,2,1,3,5,3,5,3,4,3,3,1,2,2,5,5,4,5,4,5,4,5,3,4,3,1,1,2,5,1,1,1,5,2,1,1,1,389.171548244444,16.0734291685833,40.0978123179062,64.9202610518786,82.4091592125757,110.572248492124,88.7490782196235,"2017-11-20 15:47:38 -0800",28,5.375,11.6666666666667,6.18404594439791,28.0856207432447,99.6606633558738,3
"124",124,"Utah_228",3,6,1,19,"Male","African-American",0,0,"Washington","Myself","Spend time with my mom and brother",12,3,0,3,71.5,3,1.54545454545455,3.33333333333333,2.5,2,6.5,4,6.5,5.5,1.33333333333333,3,2.66666666666667,2.33333333333333,2.6,3.4,5,3,3,1,1,1,5,5,1,4,4,4,3,3,3,5,3,4,1,1,2,1,1,3,2,3,3,2,2,2,2,1,1,3,4,1,1,2,3,1,1,1,1,232.6452334066,28.1292264282917,38.506246729,81.5615448561501,68.6033828601541,100.747854334849,105.628961704221,"2017-11-20 16:47:29 -0800",56,4.1875,69.25,32.5300560321458,33.3177365786458,103.188408019535,4
"125",125,"Utah_229",3,4,4,19,"Female","Caucasian",0,0,"My living room couch with my friends","my friends","watch tv, talk, listen to music, do homework, etc. ",1,29,9,18,2411.3,4.93333333333333,3.54545454545455,3.5,1,6,4,6,6,6,3,6.33333333333333,6,5.11111111111111,5.6,1,2,4,4,1,2,1,3,2,1,4,4,4,5,1,5,5,1,2,2,1,4,4,4,5,5,5,4,4,5,4,1,1,1,1,5,1,1,1,1,1,1,1,1,366.028994630559,43.6006665646667,54.9839985760625,89.2668305789265,97.2343351391678,184.0388591124,199.2513409264,"2017-11-21 06:13:39 -0800",26,5.3125,14.8333333333333,19.5858637952494,49.2923325703646,191.6451000194,4
"126",126,"Utah_230",2,3,2,19,"Female","Caucasian",0,0,"Outside","Friends","Talk/exercise",9,24,7,17,1275.6,3.06666666666667,2.09090909090909,3.83333333333333,1.875,6,6.5,5.5,5.5,7,3.66666666666667,5.66666666666667,6.33333333333333,5.22222222222222,3.4,1.6,5,4,3,2,1,2,3,2,1,3,5,4,4,2,4,2,3,3,1,4,4,5,5,4,3,4,3,2,2,4,4,1,1,5,5,3,2,1,1,1,2,2,1,326.908003487305,45.7397261300417,48.2232610462813,57.3624840260353,108.294801385231,146.853547030016,300.648571536463,"2017-11-21 06:15:36 -0800",0,4.3125,32.75,42.5934800815165,46.9814935881615,223.751059283239,3
"127",127,"Utah_231",2,2,1,19,"Female","African-American",0,0,"California ","alone","visit my boyfriend",7,24,6,18,1459.6,4,3,3.33333333333333,3,4.5,5.5,5,5.5,4,1.66666666666667,3,1.33333333333333,2,3.4,3.8,4,4,2,1,1,1,3,2,1,3,5,4,3,3,3,3,3,2,3,2,2,4,4,3,3,4,3,2,3,2,2,1,1,2,5,2,1,1,2,2,1,5,1,250.715981989209,43.7323514092917,58.6053914240625,87.5446616140264,82.3228588857401,173.869212481524,227.861193752531,"2017-11-21 08:20:29 -0800",22,5.1875,70.25,42.3065114266221,51.1688714166771,200.865203117027,3
"128",128,"Utah_232",2,5,1,18,"Male","Caucasian",0,0,"Locally Big Cottonwood Canyon (skiing, mtn. biking) My favorite traveling (California, Hawaii, London)","Family and Friends","Explore, ski, mountain bike, hike, visit landmarks",15,33,14,17,3297.4,4.26666666666667,3.09090909090909,4.16666666666667,2.875,4.5,5.5,5.5,5.5,6,1,5.33333333333333,3.33333333333333,3.22222222222222,4.8,2.8,3,4,4,2,2,3,2,2,1,5,5,4,5,4,5,2,3,2,4,2,5,4,3,5,4,5,4,4,4,3,2,1,2,5,5,5,3,4,1,3,2,2,1,234.084366603282,19.470548668625,53.1411339517812,56.7390128387691,81.3373537657602,103.383880829616,145.390876171399,"2017-11-21 15:43:35 -0800",48,5.125,36.0833333333333,42.3007808510205,36.3058413102031,124.387378500507,5
"129",129,"Utah_233",5,5,1,22,"Male","Asian/Pacific-Islanders",0,0,"At home","None","Web surfing, gaming, resting",6,3,0,3,11.7,4.2,3.18181818181818,3.5,2.25,3,5.5,5,6.5,3.5,1,3.66666666666667,1.66666666666667,2.11111111111111,3.8,2.6,1,3,3,1,1,1,5,5,1,4,3,4,4,4,3,4,3,3,4,2,1,3,2,4,4,4,3,3,4,3,2,2,2,3,2,3,3,4,2,2,2,2,2,257.178046646075,25.6983975192083,41.0333391237187,65.9162402644018,68.2955675316319,93.9244415800027,131.993079206068,"2017-11-21 16:34:36 -0800",72,5,17.5833333333333,31.6154689794075,33.3658683214635,112.958760393035,4
"130",130,"Utah_234",3,3,1,20,"Female","African-American",0,0,"The Beach","Family and Friends ","Surf, lay out ",13,26,9,15,1943.9,3.13333333333333,1.63636363636364,3.83333333333333,3.25,6,4,7,4,5.5,1,1,3.33333333333333,1.77777777777778,2.8,3.6,6,4,2,1,1,1,3,2,1,4,4,4,4,4,4,4,4,3,5,1,4,3,4,2,3,1,1,1,4,2,2,1,1,1,5,5,1,1,2,4,1,1,1,327.237548018364,27.454961864375,55.563949666625,66.1293373012509,80.0061014424031,151.116281889058,205.644853242638,"2017-11-22 06:18:54 -0800",10,3.875,62.9166666666667,48.8010028461289,41.5094557655,178.380567565848,4
"131",131,"Utah_235",3,4,6,23,"Female","Native American or Aleut",1,1,"coffee shop","my sister","drink coffee, and talk",6,14,2,12,605,3,3.09090909090909,3.83333333333333,4.125,6,4.5,6.5,3,3.5,4.33333333333333,7,2.33333333333333,4.55555555555556,3.4,3.8,4,1,4,1,1,1,4,4,1,3,4,3,4,3,4,2,3,4,4,2,3,3,4,3,3,3,2,3,2,4,4,4,1,5,5,5,4,4,3,4,3,1,1,453.344672612994,30.4532962801667,43.6329460596875,56.8524123071692,95.8431414790993,186.821881741014,107.825664437014,"2017-11-22 06:55:37 -0800",2,3,70.5,40.4576096898739,37.0431211699271,147.323773089014,3
"132",132,"Utah_236",3,5,2,19,"Female","Caucasian",0,0,"Seattle, Washington","Usually by myself and stay with family","Explore the city, spend time with family",13,27,9,17,1618.9,2.86666666666667,2.27272727272727,4.5,2.75,3.5,6,6,4.5,6,1,4,1.66666666666667,2.22222222222222,3.8,2.4,4,4,3,2,1,1,3,3,1,4,5,3,5,3,4,3,4,3,4,4,2,4,4,2,1,4,1,1,2,2,5,1,1,4,5,2,1,2,2,2,2,2,1,249.165943459264,41.3712592597083,42.6518699949062,75.6908640077514,83.2749081406866,126.225253375793,214.109116360387,"2017-11-22 07:38:07 -0800",-8,4,64.3333333333333,51.0014854210298,42.0115646273073,170.16718486809,4
"133",133,"Utah_237",3,4,1,22,"Female","Latino or Hispanic",0,0,"Big Cottonwood Canyon","My boyfriend","Hike",13,33,11,19,2574.9,2.26666666666667,1.90909090909091,4,3.5,2.5,4,7,7,7,1,1,1.33333333333333,1.11111111111111,2.4,4.6,5,3,5,2,1,1,3,2,1,4,5,5,2,4,5,5,2,5,4,1,5,4,4,4,1,2,1,2,1,1,5,1,1,4,5,5,4,1,1,4,1,1,2,303.817032530464,38.705855737625,41.93603833725,65.9512483652628,106.850414956275,172.752976829227,322.380298597327,"2017-11-22 08:15:39 -0800",-4,3.5,77.6666666666667,52.9585315185954,40.3209470374375,247.566637713277,4
"134",134,"Utah_238",3,6,1,19,"Female","Caucasian",0,8,"Lake Powell","My family","Boating",1,36,13,20,3196.3,2.93333333333333,2.63636363636364,4.33333333333333,3.125,5.5,4.5,5.5,4,6,1.33333333333333,1,1.66666666666667,1.33333333333333,2.4,3.6,3,4,6,2,1,2,3,3,1,4,4,5,4,4,4,3,3,3,2,3,4,5,5,2,2,5,3,2,2,1,5,1,1,5,4,5,1,1,1,2,3,4,1,442.643707673129,36.99753347525,47.653574957625,93.3396516839536,126.284080504138,115.462562717558,97.9836565878634,"2017-11-27 06:19:08 -0800",-2,3.5,58.5833333333333,45.6139100262057,42.3255542164375,106.723109652711,4
"135",135,"Utah_239",3,3,1,21,"Female","Latino or Hispanic",0,0,"Home","My boyfriend","Watch tv, eat, spend time together",4,20,6,13,1402.1,3.46666666666667,2,4.33333333333333,3.375,1.5,6,6.5,4.5,5,1.33333333333333,1,1,1.11111111111111,3.8,3.4,3,2,2,1,1,1,3,3,1,3,5,4,3,2,4,4,4,3,2,1,2,2,2,4,3,4,4,4,4,4,2,1,2,4,5,4,4,2,1,3,1,1,1,409.336789327847,45.9263578350417,60.4772721784688,49.8054015214241,88.4995316471194,136.506411614263,248.407846344795,"2017-11-27 07:01:29 -0800",62,4.625,16.5833333333333,11.4372464369972,53.2018150067553,192.457128979529,3
"136",136,"Utah_240",3,6,1,43,"Female","Caucasian",4,3,"The beach","spouse/kids","relax",17,25,6,17,1892.9,2,2.09090909090909,4.16666666666667,2.75,2.5,6,2.5,6,4,1.33333333333333,3,2.33333333333333,2.22222222222222,2.8,3.2,4,3,3,1,1,1,3,2,1,3,3,4,4,2,2,4,4,4,2,3,4,2,2,2,1,1,1,2,2,3,4,4,5,1,3,1,4,3,2,2,1,1,1,195.002243433135,29.6936053599167,62.5862891497188,67.8136275977041,88.6538972565336,105.316434494357,87.9517768543831,"2017-11-27 08:47:30 -0800",16,3.25,57.1666666666667,39.2864384034013,46.1399472548177,96.63410567437,3
"137",137,"Utah_241",3,5,2,22,"Male","Caucasian",0,0,"Outside ","Friends who also enjoy spending time outside","climb, bike, hike",18,33,14,17,3060.5,4.26666666666667,4,4,2.875,6,6.5,6,5.5,6.5,4.33333333333333,6.33333333333333,6.33333333333333,5.66666666666667,4.6,2,7,6,5,2,3,4,3,3,1,3,5,4,5,3,5,2,4,2,2,4,4,4,5,5,4,5,5,5,4,4,1,1,1,5,5,3,1,1,1,1,3,4,1,305.562251319317,18.4757975603333,30.9089147166875,69.8917556082945,96.4730405041455,133.334731686798,112.898738436994,"2017-11-27 08:43:33 -0800",60,4.9375,10.25,8.88435806244988,24.6923561385104,123.116735061896,3
"138",138,"Utah_242",3,5,2,22,"Male","Other",0,0,"Home","Significant Other","Homework, games",16,34,13,19,2933.4,2.46666666666667,2.18181818181818,3.83333333333333,2.5,3,5,3.5,6,4,1.66666666666667,9,3.33333333333333,4.66666666666667,2.6,4.2,2,4,3,1,1,1,3,3,1,4,4,5,3,5,4,5,4,4,4,1,2,3,3,4,2,4,2,2,2,1,4,1,1,4,3,4,2,4,2,3,1,1,1,226.894493213102,12.81802889575,24.1358848942188,78.2700592191643,71.4190418417698,92.6972409194142,85.876631933693,"2017-11-27 15:24:02 -0800",78,3.3125,20.0833333333333,19.4443650792031,18.4769568949844,89.2869364265536,4
"139",139,"Utah_243",4,2,1,28,"Female","Caucasian",0,0,"Austin Texas","My Family","Swin, visit Family, go out to eat",17,29,13,15,2667.3,2,1.81818181818182,4.33333333333333,3.875,5.5,5.5,2,1.5,3.5,5.33333333333333,5,4.33333333333333,4.88888888888889,3.4,4.8,4,6,2,2,1,1,3,1,1,5,4,3,4,5,4,3,5,3,5,5,1,4,4,2,1,2,1,1,2,1,5,1,4,5,4,5,1,1,1,4,4,1,2,372.55433092298,44.45322457625,59.2630156219062,52.9965439145129,105.058600151618,188.278709276284,287.49404014001,"2017-11-27 15:41:02 -0800",-4,2.625,101.416666666667,44.6185007150689,51.8581200990781,237.886374708147,5
"140",140,"Utah_244",2,6,1,18,"Female","Caucasian",0,4,"Alaska","my dad","fishing",9,18,7,10,1701.9,2.4,3,3.83333333333333,3.5,5.5,5.5,5.5,5.5,5.5,1,2,1,1.33333333333333,3.6,2.8,3,3,3,2,1,1,3,2,1,4,5,3,5,4,3,3,4,4,3,2,3,4,5,3,2,3,2,1,4,2,4,1,2,2,5,2,1,2,1,2,1,1,1,250.151393582899,31.218459246875,54.1367990239375,72.9294783894906,87.7453425559225,112.367650205714,199.044304637517,"2017-11-28 06:24:23 -0800",10,4.625,45.75,54.3341931517764,42.6776291354062,155.705977421616,4
"141",141,"Utah_245",3,4,2,23,"Male","Caucasian",0,0,"Library","By myself","Thinking/relaxing",5,10,2,8,127,4.06666666666667,3.36363636363636,2.66666666666667,2.375,1,3.5,6,4.5,5,1,4,2,2.33333333333333,3.2,2.4,5,2,2,1,1,1,5,5,1,3,3,2,4,2,4,4,1,1,2,3,1,3,2,4,3,3,4,4,4,4,2,1,1,3,3,4,4,3,1,4,3,1,1,298.258729326609,29.7869911125833,66.3508664853125,79.2977276359089,91.2300606438049,88.2266765695111,82.5145570161416,"2017-11-28 07:07:06 -0800",32,4.3125,16.5,11.5640508787913,48.0689287989479,85.3706167928264,3
"142",142,"Utah_246",2,6,1,18,"Female","Caucasian",0,0,"Hawaii","Family","Go to the beach ",12,19,4,15,1165.5,2.66666666666667,1.72727272727273,3.16666666666667,2.75,6.5,5,6,5,6,1.33333333333333,1.33333333333333,1.66666666666667,1.44444444444444,3.2,3.6,3,4,5,2,1,2,3,2,1,4,5,4,5,4,5,2,4,2,2,4,4,4,4,2,3,1,3,2,3,3,4,1,2,4,5,4,2,3,1,1,1,1,1,320.666392827127,37.1353067699583,52.0462133164688,72.8177110758627,92.1867021882345,99.8869375652527,168.796209520319,"2017-11-28 08:10:31 -0800",6,3.9375,82.3333333333333,59.6967081981659,44.5907600432135,134.341573542786,4
"143",143,"Utah_247",5,5,5,23,"Female","Asian/Pacific-Islanders",0,6,"My room","Siblings","Eat, Sleep, Homework",10,19,6,13,1356.9,2.46666666666667,1.54545454545455,3,3.75,3.5,6,5,4.5,6,2,5,3,3.33333333333333,3.4,4.4,3,4,4,2,2,2,3,2,1,5,3,5,2,4,3,5,2,4,5,4,1,1,4,2,1,1,2,2,2,1,4,2,3,2,3,2,2,2,2,3,2,3,4,367.787152201655,36.22873516075,61.2229494958437,70.8993607154683,72.6333583927397,134.374600331972,330.505901838635,"2017-11-28 14:39:12 -0800",-4,3.1875,70.75,47.1923048426715,48.7258423282968,232.440251085303,5
"144",144,"Utah_248",3,6,3,19,"Male","Caucasian",0,2,"Hiking in the wilderness","Friends or significant other","explore",14,24,8,15,1657.3,3.66666666666667,3,3,2.625,5.5,3,6.5,6,5.5,3.33333333333333,6.66666666666667,2.33333333333333,4.11111111111111,5,2.4,4,4,4,2,2,2,3,2,1,3,5,4,4,4,1,3,1,2,1,4,5,1,2,2,4,5,4,4,4,5,2,1,1,5,4,5,1,1,1,2,3,1,1,312.574375517672,50.1888212616667,49.8930052152812,82.0458412859897,71.2867026379993,181.630500141226,148.022225972097,"2017-11-28 15:35:01 -0800",32,4.5,17.5,17.4225559131103,50.0409132384739,164.826363056662,3
"145",145,"Utah_249",5,7,1,20,"Female","Asian/Pacific-Islanders",0,0,"California","friends","shopping",6,6,1,4,498.2,4,2.72727272727273,3.16666666666667,3.125,4,4,4.5,5.5,4,0,1.66666666666667,0,0.555555555555556,3.2,3.4,4,4,2,2,2,2,4,4,2,4,3,4,4,3,3,4,3,3,4,4,2,3,3,3,3,2,3,3,4,4,2,1,2,4,4,3,3,3,3,3,3,4,2,412.347210287617,39.204246214375,59.9123842227187,103.855364988944,77.1956599648448,160.995159849314,154.464025587388,"2017-11-28 16:29:13 -0800",24,4.1875,43.3333333333333,45.5697932912369,49.5583152185469,157.729592718351,4
"146",146,"Utah_250",3,4,3,24,"Female","Latino or Hispanic",0,0,"Home","FAMILY","HANG OUT",13,31,9,20,1743.3,1.93333333333333,1.54545454545455,4.5,4,6.5,5.5,5.5,3,5.5,2,3.66666666666667,2,2.55555555555556,2.8,4.4,3,2,3,2,1,1,3,4,1,5,4,5,4,4,5,2,5,2,5,4,5,4,3,5,1,1,2,2,2,2,5,1,4,3,4,3,1,1,1,5,4,1,1,421.968447228699,35.6356778387917,52.6877709832187,56.5105490946256,101.692871781886,114.364878739925,275.047066809777,"2017-11-28 16:49:26 -0800",14,4,36.4166666666667,52.0636993295596,44.1617244110052,194.705972774851,5
"147",147,"Utah_251",3,3,1,20,"Male","Caucasian",0,0,"Homes and/or Retreats of friends or family","Friends and Family","Share stories, play games, tell jokes, make a lot of food, eat said food, plan trips",8,30,12,17,2406.8,2.8,2.90909090909091,3.83333333333333,2,4,6,3.5,6.5,6.5,2,4.66666666666667,6.33333333333333,4.33333333333333,3.8,2.6,3,4,4,2,1,2,1,5,2,1,5,3,5,2,3,2,2,1,2,3,4,4,4,2,3,1,3,4,2,4,4,2,1,2,4,2,1,1,4,4,5,2,5,501.412209129327,38.0657603083333,53.934632208125,78.7769636957951,48.1450822661898,86.7110270229214,119.210950924095,"2017-11-29 07:20:38 -0800",56,3.375,11.5833333333333,5.85364429352788,46.0001962582292,102.960988973508,1
"148",148,"Utah_253",3,2,1,21,"Female","Caucasian",0,2,"forest","brother","hike, meditate",6,31,12,18,2180.5,5.6,3.72727272727273,2.66666666666667,2.625,2,6.5,4.5,3,4,1,1,1,1,4.2,2.2,1,1,4,1,1,2,3,3,2,1,5,4,4,3,5,3,4,1,3,1,3,3,3,4,5,4,5,4,5,2,2,4,4,2,5,1,5,3,4,5,1,1,1,348.641607413506,11.5417182255417,13.3486001055313,50.1624284194551,58.9506028020111,126.840091740719,72.6287128885046,"2017-11-30 07:16:22 -0800",20,3.6875,12.25,10.7460352096609,12.4451591655365,99.7344023146118,1
"149",149,"Utah_254",3,4,3,21,"Male","Caucasian",0,0,"Alaska","family","fish",13,25,7,16,2124.5,4.8,2.36363636363636,3.33333333333333,1.875,6,4,5.5,6,6,1.33333333333333,5.66666666666667,2.33333333333333,3.11111111111111,4.4,2.2,4,1,2,1,2,2,3,1,1,2,4,4,4,2,4,4,2,2,2,1,2,2,1,5,4,5,5,5,4,5,1,1,1,1,5,4,4,1,1,4,1,1,4,232.401149950171,26.900281580375,61.5158762182812,62.4285293379427,108.097082454112,162.813765309269,107.915884870335,"2017-11-30 08:03:53 -0800",54,4.625,18.5,9.30786568641618,44.2080788993281,135.364825089802,2
